year, commodity, cropname, countycode, county, acres, yield, production, price_per, unit, value
2002,171619,BEANS SEED ,103,Tehama ,368,1.10,405,700,TON ,283400
2002,171619,BEANS SEED ,999, State Totals,11751,0.91,10669,984,    ,11117600
2002,304199,BEANS SNAP FRESH MARKET ,73,San Diego ,377,5.29,1994,1281,TON ,2554700
2002,304199,BEANS SNAP FRESH MARKET ,79,San Luis Obispo ,149,5.99,892,739,TON ,659000
2002,304199,BEANS SNAP FRESH MARKET ,107,Tulare ,667,4.63,3090,2000,TON ,6180000
2002,304199,BEANS SNAP FRESH MARKET ,999, State Totals,1193,5.01,5976,1572,    ,9393700
2002,304999,BEANS SNAP UNSPECIFIED ,81,San Mateo ,195,2.92,569,1093,TON ,622000
2002,304999,BEANS SNAP UNSPECIFIED ,85,Santa Clara ,429,6.10,2617,720,TON ,1884000
2002,304999,BEANS SNAP UNSPECIFIED ,999, State Totals,624,5.11,3186,787,    ,2506000
2002,305999,BEETS GARDEN ,69,San Benito ,153,6.98,1068,660,TON ,705000
2002,305999,BEETS GARDEN ,71,San Bernardino ,5,5.00,25,800,TON ,20000
2002,305999,BEETS GARDEN ,999, State Totals,158,6.92,1093,663,    ,725000
2002,239999,BERRIES BUSHBERRIES UNSPEC. ,53,Monterey ,30,9.90,297,4478,TON ,1330000
2002,239999,BERRIES BUSHBERRIES UNSPEC. ,73,San Diego ,160,6.89,1102,3874,TON ,4269600
2002,239999,BERRIES BUSHBERRIES UNSPEC. ,81,San Mateo ,29,  ,  ,  ,  ,348000
2002,239999,BERRIES BUSHBERRIES UNSPEC. ,85,Santa Clara ,24,4.08,98,1653,TON ,162000
2002,239999,BERRIES BUSHBERRIES UNSPEC. ,87,Santa Cruz ,402,4.40,1769,4439,TON ,7853000
2002,239999,BERRIES BUSHBERRIES UNSPEC. ,999, State Totals,645,5.30,3266,4169,    ,13962600
2002,236199,BERRIES RASPBERRIES ,53,Monterey ,577,13.16,7595,3290,TON ,24986000
2002,236199,BERRIES RASPBERRIES ,87,Santa Cruz ,1514,6.40,9690,3912,TON ,37906000
2002,236199,BERRIES RASPBERRIES ,111,Ventura ,268,3.68,986,20246,TON ,19963000
2002,236199,BERRIES RASPBERRIES ,999, State Totals,2359,7.75,18271,4535,    ,82855000
2002,237199,BERRIES STRAWBERRIES F MKT ,37,Los Angeles ,122,22.95,2800,1003,TON ,2807000
2002,237199,BERRIES STRAWBERRIES F MKT ,53,Monterey ,6725,30.41,204496,1091,TON ,223044000
2002,237199,BERRIES STRAWBERRIES F MKT ,67,Sacramento ,92,6.50,598,2000,TON ,1196000
2002,237199,BERRIES STRAWBERRIES F MKT ,73,San Diego ,698,24.30,16961,1370,TON ,23237100
2002,237199,BERRIES STRAWBERRIES F MKT ,79,San Luis Obispo ,720,21.54,15509,1084,TON ,16816000
2002,237199,BERRIES STRAWBERRIES F MKT ,83,Santa Barbara ,3725,21.37,79588,1093,TON ,87015900
2002,237199,BERRIES STRAWBERRIES F MKT ,111,Ventura ,5708,28.27,161356,1516,TON ,244564000
2002,237199,BERRIES STRAWBERRIES F MKT ,999, State Totals,17790,27.05,481308,1244,    ,598680000
2002,237299,BERRIES STRAWBERRIES PROC. ,53,Monterey ,255,30.45,7764,490,TON ,3805000
2002,237299,BERRIES STRAWBERRIES PROC. ,73,San Diego ,  ,  ,7120,640,TON ,4556500
2002,237299,BERRIES STRAWBERRIES PROC. ,83,Santa Barbara ,  ,  ,42093,684,TON ,28791600
2002,237299,BERRIES STRAWBERRIES PROC. ,111,Ventura ,2874,28.27,81257,657,TON ,53360000
2002,237299,BERRIES STRAWBERRIES PROC. ,999, State Totals,3129,28.45,138234,655,    ,90513100
2002,237999,BERRIES STRAWBERRIES UNSPEC ,47,Merced ,284,11.00,3124,1024,TON ,3198000
2002,237999,BERRIES STRAWBERRIES UNSPEC ,59,Orange ,1965,23.10,45392,1159,TON ,52608700
2002,237999,BERRIES STRAWBERRIES UNSPEC ,61,Placer ,30,  ,  ,  ,  ,324000
2002,237999,BERRIES STRAWBERRIES UNSPEC ,65,Riverside ,236,9.00,2125,1705,TON ,3623800
2002,237999,BERRIES STRAWBERRIES UNSPEC ,71,San Bernardino ,184,23.83,4384,930,TON ,4075600
2002,237999,BERRIES STRAWBERRIES UNSPEC ,81,San Mateo ,16,  ,  ,  ,  ,297000
2002,237999,BERRIES STRAWBERRIES UNSPEC ,85,Santa Clara ,80,14.46,1157,1277,TON ,1478000
2002,237999,BERRIES STRAWBERRIES UNSPEC ,87,Santa Cruz ,3586,25.60,91802,1170,TON ,107408000
2002,237999,BERRIES STRAWBERRIES UNSPEC ,999, State Totals,6381,23.36,147984,1165,    ,173013100
2002,218889,BIOMASS ORCHARD ,19,Fresno ,  ,  ,  ,  ,  ,3830000
2002,218889,BIOMASS ORCHARD ,23,Humboldt ,,,,,,4407000
2002,218889,BIOMASS ORCHARD ,29,Kern ,  ,  ,882000,14,TON ,12113000
2002,218889,BIOMASS ORCHARD ,47,Merced ,  ,  ,69724,20,TON ,1389000
2002,218889,BIOMASS ORCHARD ,101,Sutter ,  ,  ,  ,  ,  ,2489600
2002,218889,BIOMASS ORCHARD ,107,Tulare ,  ,  ,  ,  ,  ,1253000
2002,218889,BIOMASS ORCHARD ,999, State Totals,0,  ,951724,14,    ,25481600
2002,307189,BROCCOLI FOOD SERVICE ,53,Monterey ,8944,6.98,62430,991,TON ,61855000
2002,307189,BROCCOLI FOOD SERVICE ,999, State Totals,8944,6.98,62430,991,    ,61855000
2002,307199,BROCCOLI FRESH MARKET ,19,Fresno ,6700,7.78,52100,442,TON ,23028000
2002,307199,BROCCOLI FRESH MARKET ,25,Imperial ,6798,5.78,39326,969,TON ,38116000
2002,307199,BROCCOLI FRESH MARKET ,53,Monterey ,43753,6.98,305310,650,TON ,198473000
2002,307199,BROCCOLI FRESH MARKET ,83,Santa Barbara ,25163,7.00,176112,565,TON ,99583500
2002,307199,BROCCOLI FRESH MARKET ,107,Tulare ,1628,5.69,9260,430,TON ,3982000
2002,307199,BROCCOLI FRESH MARKET ,999, State Totals,84042,6.93,582108,624,    ,363182500
2002,307299,BROCCOLI PROCESSING ,53,Monterey ,2428,6.98,16950,327,TON ,5539000
2002,307299,BROCCOLI PROCESSING ,999, State Totals,2428,6.98,16950,327,    ,5539000
2002,307919,BROCCOLI UNSPECIFIED ,65,Riverside ,2815,6.27,17643,802,TON ,14145100
2002,307919,BROCCOLI UNSPECIFIED ,69,San Benito ,877,7.12,6244,443,TON ,2766000
2002,307919,BROCCOLI UNSPECIFIED ,79,San Luis Obispo ,10988,7.59,83399,537,TON ,44818000
2002,307919,BROCCOLI UNSPECIFIED ,85,Santa Clara ,535,5.40,2889,570,TON ,1647000
2002,307919,BROCCOLI UNSPECIFIED ,87,Santa Cruz ,321,8.20,2632,606,TON ,1595000
2002,307919,BROCCOLI UNSPECIFIED ,99,Stanislaus ,4120,3.83,15800,448,TON ,7078000
2002,307919,BROCCOLI UNSPECIFIED ,111,Ventura ,2799,7.43,20784,639,TON ,13277000
2002,307919,BROCCOLI UNSPECIFIED ,999, State Totals,22455,6.65,149391,571,    ,85326100
2002,308999,BRUSSELS SPROUTS ,81,San Mateo ,611,10.12,6183,580,TON ,3586000
2002,308999,BRUSSELS SPROUTS ,87,Santa Cruz ,1023,10.00,10230,550,TON ,5627000
2002,308999,BRUSSELS SPROUTS ,999, State Totals,1634,10.04,16413,561,    ,9213000
2002,309999,CABBAGE CH. & SPECIALTY ,53,Monterey ,664,23.64,15700,310,TON ,4865000
2002,309999,CABBAGE CH. & SPECIALTY ,71,San Bernardino ,3479,6.56,22825,339,TON ,7730600
2002,309999,CABBAGE CH. & SPECIALTY ,999, State Totals,4143,9.30,38525,327,    ,12595600
2002,310999,CABBAGE HEAD ,25,Imperial ,981,14.62,14347,229,TON ,3290000
2002,310999,CABBAGE HEAD ,53,Monterey ,1862,20.41,38000,212,TON ,8073000
2002,310999,CABBAGE HEAD ,59,Orange ,42,20.31,853,219,TON ,186700
2002,310999,CABBAGE HEAD ,65,Riverside ,295,13.67,4034,188,TON ,756800
2002,310999,CABBAGE HEAD ,69,San Benito ,914,18.30,16726,144,TON ,2409000
2002,310999,CABBAGE HEAD ,71,San Bernardino ,14,8.00,112,240,TON ,26900
2002,310999,CABBAGE HEAD ,79,San Luis Obispo ,1269,18.36,23299,296,TON ,6907000
2002,310999,CABBAGE HEAD ,83,Santa Barbara ,1918,20.61,39522,249,TON ,9833000
2002,310999,CABBAGE HEAD ,85,Santa Clara ,263,12.00,3156,190,TON ,600000
2002,310999,CABBAGE HEAD ,111,Ventura ,2067,26.74,55277,193,TON ,10650000
2002,310999,CABBAGE HEAD ,999, State Totals,9625,20.29,195326,219,    ,42732400
2002,313189,CARROTS FOOD SERVICE ,53,Monterey ,812,17.59,14280,821,TON ,11717000
2002,313189,CARROTS FOOD SERVICE ,999, State Totals,812,17.59,14280,821,    ,11717000
2002,313199,CARROTS FRESH MARKET ,25,Imperial ,6142,20.03,122994,392,TON ,48213000
2002,313199,CARROTS FRESH MARKET ,53,Monterey ,1636,17.58,28760,258,TON ,7428000
2002,313199,CARROTS FRESH MARKET ,999, State Totals,7778,19.51,151754,367,    ,55641000
2002,313299,CARROTS PROCESSING ,25,Imperial ,9044,22.42,202766,80,TON ,16221000
2002,313299,CARROTS PROCESSING ,53,Monterey ,1373,17.58,24140,114,TON ,2746000
2002,313299,CARROTS PROCESSING ,999, State Totals,10417,21.78,226906,84,    ,18967000
2002,313999,CARROTS UNSPECIFIED ,27,Inyo ,150,  ,  ,  ,  ,600000
2002,313999,CARROTS UNSPECIFIED ,51,Mono ,800,  ,  ,  ,  ,4760000
2002,313999,CARROTS UNSPECIFIED ,65,Riverside ,2763,25.39,70158,228,TON ,15961000
2002,313999,CARROTS UNSPECIFIED ,111,Ventura ,303,32.62,9883,140,TON ,1382000
2002,313999,CARROTS UNSPECIFIED ,999, State Totals,4016,26.11,80041,217,    ,22703000
2002,409999,CATTLE & CALVES UNSPECIFIED ,1,Alameda ,  ,  ,  ,  ,  ,5090000
2002,409999,CATTLE & CALVES UNSPECIFIED ,5,Amador ,  ,  ,  ,  ,  ,6536100
2002,409999,CATTLE & CALVES UNSPECIFIED ,7,Butte ,  ,  ,  ,  ,  ,5227000
2002,409999,CATTLE & CALVES UNSPECIFIED ,9,Calaveras ,  ,  ,  ,  ,  ,6188000
2002,409999,CATTLE & CALVES UNSPECIFIED ,11,Colusa ,  ,  ,  ,  ,  ,7685000
2002,409999,CATTLE & CALVES UNSPECIFIED ,13,Contra Costa ,  ,  ,  ,  ,  ,15109000
2002,409999,CATTLE & CALVES UNSPECIFIED ,17,El Dorado ,  ,  ,  ,  ,  ,3115500
2002,409999,CATTLE & CALVES UNSPECIFIED ,21,Glenn ,  ,  ,  ,  ,  ,15099000
2002,409999,CATTLE & CALVES UNSPECIFIED ,23,Humboldt ,  ,  ,  ,  ,  ,18943800
2002,409999,CATTLE & CALVES UNSPECIFIED ,29,Kern ,  ,  ,  ,  ,  ,55445000
2002,409999,CATTLE & CALVES UNSPECIFIED ,31,Kings ,  ,  ,  ,  ,  ,66544000
2002,409999,CATTLE & CALVES UNSPECIFIED ,33,Lake ,  ,  ,  ,  ,  ,2250500
2002,409999,CATTLE & CALVES UNSPECIFIED ,39,Madera ,  ,  ,  ,  ,  ,24225000
2002,409999,CATTLE & CALVES UNSPECIFIED ,41,Marin ,  ,  ,  ,  ,  ,6899400
2002,409999,CATTLE & CALVES UNSPECIFIED ,43,Mariposa ,  ,  ,  ,  ,  ,10204000
2002,409999,CATTLE & CALVES UNSPECIFIED ,45,Mendocino ,  ,  ,  ,  ,  ,7869600
2002,409999,CATTLE & CALVES UNSPECIFIED ,47,Merced ,  ,  ,  ,  ,  ,140780000
2002,409999,CATTLE & CALVES UNSPECIFIED ,49,Modoc ,  ,  ,  ,  ,  ,13680000
2002,409999,CATTLE & CALVES UNSPECIFIED ,53,Monterey ,  ,  ,  ,  ,  ,15536000
2002,409999,CATTLE & CALVES UNSPECIFIED ,55,Napa ,  ,  ,  ,  ,  ,1779000
2002,409999,CATTLE & CALVES UNSPECIFIED ,59,Orange ,  ,  ,  ,  ,  ,293600
2002,409999,CATTLE & CALVES UNSPECIFIED ,61,Placer ,  ,  ,  ,  ,  ,12150000
2002,409999,CATTLE & CALVES UNSPECIFIED ,65,Riverside ,  ,  ,  ,  ,  ,2500000
2002,409999,CATTLE & CALVES UNSPECIFIED ,67,Sacramento ,  ,  ,  ,  ,  ,11771000
2002,409999,CATTLE & CALVES UNSPECIFIED ,71,San Bernardino ,  ,  ,  ,  ,  ,19761100
2002,409999,CATTLE & CALVES UNSPECIFIED ,73,San Diego ,  ,  ,  ,  ,  ,16244800
2002,409999,CATTLE & CALVES UNSPECIFIED ,77,San Joaquin ,  ,  ,  ,  ,  ,24869000
2002,409999,CATTLE & CALVES UNSPECIFIED ,79,San Luis Obispo ,  ,  ,  ,  ,  ,41984000
2002,409999,CATTLE & CALVES UNSPECIFIED ,81,San Mateo ,  ,  ,  ,  ,  ,1065000
2002,409999,CATTLE & CALVES UNSPECIFIED ,83,Santa Barbara ,  ,  ,  ,  ,  ,19375200
2002,409999,CATTLE & CALVES UNSPECIFIED ,87,Santa Cruz ,  ,  ,  ,  ,  ,411000
2002,409999,CATTLE & CALVES UNSPECIFIED ,95,Solano ,  ,  ,  ,  ,  ,25266700
2002,409999,CATTLE & CALVES UNSPECIFIED ,97,Sonoma ,  ,  ,  ,  ,  ,11527100
2002,409999,CATTLE & CALVES UNSPECIFIED ,101,Sutter ,  ,  ,  ,  ,  ,6963200
2002,409999,CATTLE & CALVES UNSPECIFIED ,105,Trinity ,  ,  ,  ,  ,  ,4800
2002,409999,CATTLE & CALVES UNSPECIFIED ,107,Tulare ,  ,  ,  ,  ,  ,388342000
2002,409999,CATTLE & CALVES UNSPECIFIED ,109,Tuolumne ,  ,  ,  ,  ,  ,4432300
2002,409999,CATTLE & CALVES UNSPECIFIED ,113,Yolo ,  ,  ,  ,  ,  ,7695000
2002,409999,CATTLE & CALVES UNSPECIFIED ,115,Yuba ,  ,  ,  ,  ,  ,17129000
2002,409999,CATTLE & CALVES UNSPECIFIED ,999, State Totals,0,  ,0,  ,    ,1039990700
2002,404199,CATTLE BEEF BULLS BREEDING ,19,Fresno ,  ,  ,  ,  ,  ,775000
2002,404199,CATTLE BEEF BULLS BREEDING ,999, State Totals,0,  ,0,  ,    ,775000
2002,404299,CATTLE BEEF COW BREEDING ,19,Fresno ,  ,  ,  ,  ,  ,920000
2002,404299,CATTLE BEEF COW BREEDING ,57,Nevada ,  ,  ,  ,  ,  ,633000
2002,404299,CATTLE BEEF COW BREEDING ,89,Shasta ,  ,  ,  ,  ,  ,2380900
2002,404299,CATTLE BEEF COW BREEDING ,999, State Totals,0,  ,0,  ,    ,3933900
2002,404499,CATTLE BEEF COWS CULL ,63,Plumas ,  ,  ,  ,  ,  ,306700
2002,404499,CATTLE BEEF COWS CULL ,89,Shasta ,  ,  ,  ,  ,  ,1529600
2002,404499,CATTLE BEEF COWS CULL ,91,Sierra ,  ,  ,  ,  ,  ,89700
2002,404499,CATTLE BEEF COWS CULL ,99,Stanislaus ,  ,  ,  ,  ,  ,6620000
2002,404499,CATTLE BEEF COWS CULL ,999, State Totals,0,  ,0,  ,    ,8546000
2002,401499,CATTLE BULLS ,27,Inyo ,  ,  ,  ,  ,  ,121500
2002,401499,CATTLE BULLS ,35,Lassen ,  ,  ,  ,  ,  ,752500
2002,401499,CATTLE BULLS ,51,Mono ,  ,  ,  ,  ,  ,121500
2002,401499,CATTLE BULLS ,69,San Benito ,  ,  ,  ,  ,  ,140000
2002,401499,CATTLE BULLS ,93,Siskiyou ,  ,  ,  ,  ,  ,938400
2002,401499,CATTLE BULLS ,103,Tehama ,  ,  ,  ,  ,  ,176300
2002,401499,CATTLE BULLS ,105,Trinity ,  ,  ,  ,  ,  ,15800
2002,401499,CATTLE BULLS ,999, State Totals,0,  ,0,  ,    ,2266000
2002,402999,CATTLE CALVES ONLY ,15,Del Norte ,  ,  ,  ,  ,  ,1460300
2002,402999,CATTLE CALVES ONLY ,19,Fresno ,  ,  ,  ,  ,  ,5760000
2002,402999,CATTLE CALVES ONLY ,35,Lassen ,  ,  ,  ,  ,  ,1377000
2002,402999,CATTLE CALVES ONLY ,53,Monterey ,  ,  ,  ,  ,  ,10500
2002,402999,CATTLE CALVES ONLY ,69,San Benito ,  ,  ,  ,  ,  ,3605000
2002,402999,CATTLE CALVES ONLY ,93,Siskiyou ,  ,  ,  ,  ,  ,7790000
2002,402999,CATTLE CALVES ONLY ,103,Tehama ,  ,  ,  ,  ,  ,2700000
2002,402999,CATTLE CALVES ONLY ,999, State Totals,0,  ,0,  ,    ,22702800
2002,403699,CATTLE CALVES VEAL ,19,Fresno ,  ,  ,  ,  ,  ,23099000
2002,403699,CATTLE CALVES VEAL ,999, State Totals,0,  ,0,  ,    ,23099000
2002,401199,CATTLE COWS ,15,Del Norte ,  ,  ,  ,  ,  ,4084300
2002,401199,CATTLE COWS ,27,Inyo ,  ,  ,  ,  ,  ,975000
2002,401199,CATTLE COWS ,35,Lassen ,  ,  ,  ,  ,  ,1728000
2002,401199,CATTLE COWS ,51,Mono ,  ,  ,  ,  ,  ,1000000
2002,401199,CATTLE COWS ,69,San Benito ,  ,  ,  ,  ,  ,909000
2002,401199,CATTLE COWS ,93,Siskiyou ,  ,  ,  ,  ,  ,5400000
2002,401199,CATTLE COWS ,103,Tehama ,  ,  ,  ,  ,  ,1552500
2002,401199,CATTLE COWS ,999, State Totals,0,  ,0,  ,    ,15648800
2002,403299,CATTLE DAIRY COWS BREEDING ,19,Fresno ,  ,  ,  ,  ,  ,24104000
2002,403299,CATTLE DAIRY COWS BREEDING ,999, State Totals,0,  ,0,  ,    ,24104000
2002,403399,CATTLE DAIRY HEIFERS REPL. ,39,Madera ,  ,  ,  ,  ,  ,43750000
2002,403399,CATTLE DAIRY HEIFERS REPL. ,71,San Bernardino ,  ,  ,  ,  ,  ,45231000
2002,403399,CATTLE DAIRY HEIFERS REPL. ,103,Tehama ,  ,  ,  ,  ,  ,3000000
2002,403399,CATTLE DAIRY HEIFERS REPL. ,999, State Totals,0,  ,0,  ,    ,91981000
2002,401299,CATTLE HEIFERS ,27,Inyo ,  ,  ,  ,  ,  ,1756100
2002,401299,CATTLE HEIFERS ,35,Lassen ,  ,  ,  ,  ,  ,2436000
2002,401299,CATTLE HEIFERS ,51,Mono ,  ,  ,  ,  ,  ,1978400
2002,401299,CATTLE HEIFERS ,999, State Totals,0,  ,0,  ,    ,6170500
2002,404699,CATTLE HEIFERS FED STEERS ,19,Fresno ,  ,  ,  ,  ,  ,88880000
2002,404699,CATTLE HEIFERS FED STEERS ,25,Imperial ,  ,  ,  ,  ,  ,215638000
2002,404699,CATTLE HEIFERS FED STEERS ,57,Nevada ,  ,  ,  ,  ,  ,2134100
2002,404699,CATTLE HEIFERS FED STEERS ,85,Santa Clara ,  ,  ,  ,  ,  ,5637000
2002,404699,CATTLE HEIFERS FED STEERS ,89,Shasta ,  ,  ,  ,  ,  ,1515100
2002,404699,CATTLE HEIFERS FED STEERS ,93,Siskiyou ,  ,  ,  ,  ,  ,10114800
2002,404699,CATTLE HEIFERS FED STEERS ,99,Stanislaus ,  ,  ,  ,  ,  ,37699000
2002,404699,CATTLE HEIFERS FED STEERS ,103,Tehama ,  ,  ,  ,  ,  ,3150000
2002,404699,CATTLE HEIFERS FED STEERS ,105,Trinity ,  ,  ,  ,  ,  ,1013000
2002,404699,CATTLE HEIFERS FED STEERS ,999, State Totals,0,  ,0,  ,    ,365781000
2002,403499,CATTLE MILK COWS ,53,Monterey ,  ,  ,  ,  ,  ,1950000
2002,403499,CATTLE MILK COWS ,95,Solano ,  ,  ,  ,  ,  ,3131900
2002,403499,CATTLE MILK COWS ,999, State Totals,0,  ,0,  ,    ,5081900
2002,403599,CATTLE MILK COWS CULL ,19,Fresno ,  ,  ,  ,  ,  ,15000000
2002,403599,CATTLE MILK COWS CULL ,53,Monterey ,  ,  ,  ,  ,  ,150000
2002,403599,CATTLE MILK COWS CULL ,57,Nevada ,  ,  ,  ,  ,  ,710800
2002,403599,CATTLE MILK COWS CULL ,71,San Bernardino ,  ,  ,  ,  ,  ,27589000
2002,403599,CATTLE MILK COWS CULL ,85,Santa Clara ,  ,  ,  ,  ,  ,737000
2002,403599,CATTLE MILK COWS CULL ,99,Stanislaus ,  ,  ,  ,  ,  ,18550000
2002,403599,CATTLE MILK COWS CULL ,105,Trinity ,  ,  ,  ,  ,  ,141400
2002,403599,CATTLE MILK COWS CULL ,999, State Totals,0,  ,0,  ,    ,62878200
2002,401599,CATTLE STEERS ,27,Inyo ,  ,  ,  ,  ,  ,2574000
2002,401599,CATTLE STEERS ,35,Lassen ,  ,  ,  ,  ,  ,3954600
2002,401599,CATTLE STEERS ,51,Mono ,  ,  ,  ,  ,  ,3019500
2002,401599,CATTLE STEERS ,999, State Totals,0,  ,0,  ,    ,9548100
2002,404599,CATTLE STOCKERS FEEDERS ,19,Fresno ,  ,  ,  ,  ,  ,18907000
2002,404599,CATTLE STOCKERS FEEDERS ,27,Inyo ,  ,  ,  ,  ,  ,720000
2002,404599,CATTLE STOCKERS FEEDERS ,51,Mono ,  ,  ,  ,  ,  ,2700000
2002,404599,CATTLE STOCKERS FEEDERS ,53,Monterey ,  ,  ,  ,  ,  ,8004000
2002,404599,CATTLE STOCKERS FEEDERS ,63,Plumas ,  ,  ,  ,  ,  ,8991200
2002,404599,CATTLE STOCKERS FEEDERS ,69,San Benito ,  ,  ,  ,  ,  ,5078000
2002,404599,CATTLE STOCKERS FEEDERS ,89,Shasta ,  ,  ,  ,  ,  ,8699800
2002,404599,CATTLE STOCKERS FEEDERS ,91,Sierra ,  ,  ,  ,  ,  ,2733500
2002,404599,CATTLE STOCKERS FEEDERS ,103,Tehama ,  ,  ,  ,  ,  ,7410000
2002,404599,CATTLE STOCKERS FEEDERS ,999, State Totals,0,  ,0,  ,    ,63243500
2002,314189,CAULIFLOWER FOOD SERVICE ,53,Monterey ,1026,6.97,7150,2716,TON ,19417000
2002,314189,CAULIFLOWER FOOD SERVICE ,999, State Totals,1026,6.97,7150,2716,    ,19417000
2002,314199,CAULIFLOWER FRESH MARKET ,25,Imperial ,3180,5.76,18322,1008,TON ,18465000
2002,314199,CAULIFLOWER FRESH MARKET ,53,Monterey ,16583,6.97,115560,629,TON ,72663000
2002,314199,CAULIFLOWER FRESH MARKET ,83,Santa Barbara ,9427,8.79,82873,546,TON ,45281700
2002,314199,CAULIFLOWER FRESH MARKET ,107,Tulare ,415,6.31,2620,615,TON ,1611000
2002,314199,CAULIFLOWER FRESH MARKET ,999, State Totals,29605,7.41,219375,629,    ,138020700
2002,314299,CAULIFLOWER PROCESSING ,53,Monterey ,374,6.98,2610,515,TON ,1345000
2002,314299,CAULIFLOWER PROCESSING ,999, State Totals,374,6.98,2610,515,    ,1345000
2002,314999,CAULIFLOWER UNSPECIFIED ,59,Orange ,180,4.24,764,581,TON ,444000
2002,314999,CAULIFLOWER UNSPECIFIED ,65,Riverside ,872,9.54,8323,810,TON ,6745400
2002,314999,CAULIFLOWER UNSPECIFIED ,69,San Benito ,244,8.08,1972,555,TON ,1094000
2002,314999,CAULIFLOWER UNSPECIFIED ,79,San Luis Obispo ,2421,8.56,20730,518,TON ,10730000
2002,314999,CAULIFLOWER UNSPECIFIED ,87,Santa Cruz ,296,12.70,3759,604,TON ,2271000
2002,314999,CAULIFLOWER UNSPECIFIED ,99,Stanislaus ,2015,5.31,10700,395,TON ,4227000
2002,314999,CAULIFLOWER UNSPECIFIED ,111,Ventura ,380,9.12,3465,549,TON ,1904000
2002,314999,CAULIFLOWER UNSPECIFIED ,999, State Totals,6408,7.76,49713,551,    ,27415400
2002,316189,CELERY FOOD SERVICE ,53,Monterey ,609,30.62,18650,816,TON ,15227000
2002,316189,CELERY FOOD SERVICE ,999, State Totals,609,30.62,18650,816,    ,15227000
2002,316199,CELERY FRESH MARKET ,53,Monterey ,8873,30.64,271880,277,TON ,75251000
2002,316199,CELERY FRESH MARKET ,83,Santa Barbara ,4083,36.81,150278,228,TON ,34313500
2002,316199,CELERY FRESH MARKET ,999, State Totals,12956,32.58,422158,260,    ,109564500
2002,316299,CELERY PROCESSING ,53,Monterey ,64,30.47,1950,117,TON ,229000
2002,316299,CELERY PROCESSING ,999, State Totals,64,30.47,1950,117,    ,229000
2002,316999,CELERY UNSPECIFIED ,59,Orange ,301,39.00,11739,155,TON ,1819500
2002,316999,CELERY UNSPECIFIED ,65,Riverside ,343,36.72,12595,244,TON ,3077400
2002,316999,CELERY UNSPECIFIED ,69,San Benito ,541,33.83,18302,244,TON ,4466000
2002,316999,CELERY UNSPECIFIED ,79,San Luis Obispo ,1074,34.62,37182,201,TON ,7486000
2002,316999,CELERY UNSPECIFIED ,85,Santa Clara ,215,34.80,7482,223,TON ,1668000
2002,316999,CELERY UNSPECIFIED ,87,Santa Cruz ,116,51.40,5962,256,TON ,1526000
2002,316999,CELERY UNSPECIFIED ,111,Ventura ,10622,38.09,404583,284,TON ,114707000
2002,316999,CELERY UNSPECIFIED ,999, State Totals,13212,37.68,497845,271,    ,134749900
2002,213199,CHERRIES SWEET ,13,Contra Costa ,284,1.30,369,2856,TON ,1054000
2002,213199,CHERRIES SWEET ,17,El Dorado ,108,0.28,30,3000,TON ,90000
2002,213199,CHERRIES SWEET ,19,Fresno ,1825,3.06,5590,4926,TON ,27536000
2002,213199,CHERRIES SWEET ,29,Kern ,1578,3.06,4830,3794,TON ,18327000
2002,213199,CHERRIES SWEET ,37,Los Angeles ,130,0.78,102,3980,TON ,406000
2002,213199,CHERRIES SWEET ,65,Riverside ,27,0.70,19,4095,TON ,77800
2002,213199,CHERRIES SWEET ,67,Sacramento ,213,1.00,213,1019,TON ,217000
2002,213199,CHERRIES SWEET ,69,San Benito ,615,3.59,2208,1740,TON ,3842000
2002,213199,CHERRIES SWEET ,77,San Joaquin ,14500,2.22,32200,2156,TON ,69430000
2002,213199,CHERRIES SWEET ,85,Santa Clara ,853,2.90,2474,1296,TON ,3206000
2002,213199,CHERRIES SWEET ,95,Solano ,84,2.10,176,1268,TON ,223100
2002,213199,CHERRIES SWEET ,99,Stanislaus ,1630,2.60,4240,2952,TON ,12516000
2002,213199,CHERRIES SWEET ,101,Sutter ,37,2.19,81,3012,TON ,244000
2002,213199,CHERRIES SWEET ,107,Tulare ,1562,3.04,4750,3160,TON ,15010000
2002,213199,CHERRIES SWEET ,999, State Totals,23446,2.44,57282,2657,    ,152178900
2002,604999,CHICKENS BROILERS ,47,Merced ,  ,  ,  ,  ,  ,196943000
2002,604999,CHICKENS BROILERS ,53,Monterey ,  ,  ,  ,  ,  ,1144000
2002,604999,CHICKENS BROILERS ,71,San Bernardino ,  ,  ,  ,  ,  ,7434000
2002,604999,CHICKENS BROILERS ,77,San Joaquin ,  ,  ,  ,  ,  ,3089000
2002,604999,CHICKENS BROILERS ,999, State Totals,0,  ,0,  ,    ,208610000
2002,602999,CHICKENS CHICKS ,99,Stanislaus ,  ,  ,  ,  ,  ,36400000
2002,602999,CHICKENS CHICKS ,999, State Totals,0,  ,0,  ,    ,36400000
2002,601189,CHICKENS HENS SPENT ,47,Merced ,  ,  ,  ,  ,  ,1338000
2002,601189,CHICKENS HENS SPENT ,73,San Diego ,  ,  ,  ,  ,  ,816000
2002,601189,CHICKENS HENS SPENT ,77,San Joaquin ,  ,  ,  ,  ,  ,22000
2002,601189,CHICKENS HENS SPENT ,999, State Totals,0,  ,0,  ,    ,2176000
